manifest_id,rna_id,source_model,channel,density_percent,evidence_seed,evidence_item_count,sequence_length,b0_tp,b0_fp,b0_fn,b0_precision,b0_recall,b0_f1,b1_tp,b1_fp,b1_fn,b1_precision,b1_recall,b1_f1,b2_tp,b2_fp,b2_fn,b2_precision,b2_recall,b2_f1,b1_delta_f1_vs_b0,b2_delta_f1_vs_b0,b2_delta_f1_vs_b1,b2_output_sha256
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,0,109,0,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,109,0,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,0,113,0,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,0,113,0,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,0,113,0,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,1,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,1,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,1,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,5,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,5,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,5,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,5,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,5,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,5,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,5,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,5,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,5,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,5,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,5,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,10,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,10,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,101,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,10,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,10,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,103,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,10,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,10,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,107,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,10,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,10,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,109,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,17RA_21_hp_nmr_A,rnafold,POSITIVE_PAIR_EVIDENCE,10,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,17RA_21_hp_nmr_A,petfold,POSITIVE_PAIR_EVIDENCE,10,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
simulated_evidence_v1__17RA_21_hp_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,17RA_21_hp_nmr_A,trrosettarna2_native_ss,POSITIVE_PAIR_EVIDENCE,10,113,1,21,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,7,1,0,0.875,1.0,0.9333333333333333,0.0,0.0,0.0,fa659b1be02c96e78ceddf1dca57b50613919f74d42fadcf2d60d88ba115d08f
